8.2.6,"Petender perlu membangunkan fungsi Laporan Penyesuaian Bank iaitu Laporan keseluruhan penyata penyesuaian mengikut bank kutipan (harian, mingguan, bulanan) dan Mempunyai jumlah c/f, b/f dalam laporan penyesuaian resit (mengikut format penyesuaian bank/resit).",Mandatori,,,,,,,,,,,,,,,,,,,,,
8.2.7,"Petender perlu membangunkan fungsi Laporan month-end iaitu Cut-off month-end pelaporan resit pada setiap 5 hari bulan, Laporan kutipan mengikut tarikh bank-in, Mempunyai rekod “baki dibawa ke hadapan”, Laporan pelarasan mengikut tarikh/ bulan kutipan yang semasa (tiada pertindihan tarikh) dan Laporan perincian.
Nota : Penetapan cut off date boleh dilakukan oleh admin jabatan.",Mandatori,,,,,,,,,,,,,,,,,,,,,
8.2.8,"Petender perlu membangunkan Laporan Individu yang boleh di filter mengikut pengguna seperti contoh berikut:
Bilangan,Negeri,Cawangan,No Telefon,Nama Usahawan,Alamat,Bilangan Pembiayaan,Kategori Bayaran Balik,Amaun Pembiayaan, Dan lain-lain yang boleh ditentukan oleh pengguna.
Nota: Penetapan field maklumat oleh jabatan.",Mandatori,,,,,,,,,,,,,,,,,,,,,
8.2.9,"Petender dikehendaki menyediakan Laporan Prestasi yang merangkumi metrik utama seperti jumlah pembiayaan yang diluluskan dan dikeluarkan, jumlah akaun aktif, tertunggak dan tidak aktif, kadar bayaran pembiayaan (Repayment Rate), nisbah NPF (Non-Performing Financing), perbandingan prestasi antara negeri, produk dan segmen penerima biaya, kadar pertumbuhan portfolio pembiayaan penerima biaya, serta analisis profit and loss bagi keseluruhan prestasi pembiayaan, Laporan kategori bayaran pembiayaan (contoh A1, A2, …..) mengikut tahun dan Laporan patut bayar vs dapat kutip mengikut negeri/produk/tahun.",Mandatori,,,,,,,,,,,,,,,,,,,,,
8.2.10,"Petender hendaklah membangunkan laporan berdasarkan Pengelasan Data iaitu Pengguna boleh filter laporan berdasarkan tarikh permohonan, kelulusan atau pengeluaran; lokasi seperti negeri, daerah dan cawangan; PSAT (TEMAN TEKUN); jenis produk pembiayaan; status penerima biaya termasuk aktif, tunggakan, NPF atau selesai; serta sasaran berbanding pencapaian dan ranking mengikut negeri, cawangan, produk atau staf. Filtering juga boleh dibuat berdasarkan sektor atau aktiviti perniagaan, umur, jantina, kaum, serta maklumat tambahan seperti bilangan pembiayaan, nombor telefon usahawan dan tahun pembiayaan. Selain itu, laporan turut membolehkan filtering mengikut status premis atau perniagaan terkini usahawan berdasarkan produk, termasuk maklumat seperti pindah premis, premis tutup atau perniagaan tidak lagi beroperasi.",Mandatori,,,,,,,,,,,,,,,,,,,,,
8.2.11,"Petender dikehendaki menyediakan laporan secara Visualisasi & Carta Analitik yang membolehkan laporan dipersembahkan dalam bentuk carta bar atau garis bagi menunjukkan trend bulanan dan tahunan, prestasi mengikut kawasan dan saluran pembayaran, serta indeks prestasi KPI yang ditetapkan oleh pengurusan, di samping sokongan download dalam format PDF, Excel atau Google Sheet dan paparan Profit & Loss (PNL). Sistem juga hendaklah menjana carta kutipan mengikut saluran pembayaran serta perbandingan bulanan dan tahunan mengikut negeri dan cawangan, serta menyediakan carta senarai ketidakpatuhan yang boleh difilter mengikut negeri, cawangan dan jenis kesalahan. Fungsi ini perlu menyokong dashboard interaktif untuk paparan data secara real-time, integrasi dengan Sistem Perakaunan TEKUN, dan membenarkan penambahan parameter analitik oleh admin jabatan mengikut keperluan semasa.",Mandatori,,,,,,,,,,,,,,,,,,,,,
8.2.12,"Petender hendaklah membangunkan akses laporan berdasarkan tahap pengguna seperti Hak akses tertentu (pengurusan kanan, pegawai zon, pegawai audit) dan fungsi ini menyokong pengurusan peranan (role-based access-RBAC) untuk kawalan keselamatan maklumat.",Mandatori,,,,,,,,,,,,,,,,,,,,,
8.2.13,"Petender hendaklah membangunkan fungsi simpanan & jejak audit yang Disimpan dalam arkib sistem untuk rujukan akan datang, Mempunyai jejak audit termasuk tarikh, masa, dan pengguna yang menjana laporan dan Boleh disimpan sebagai sebahagian daripada laporan audit dalaman atau laporan prestasi tahunan TEKUN.",Mandatori,,,,,,,,,,,,,,,,,,,,,
8.3,"Analisis Peminjam Mengikut Produk, Negeri, Agensi",,,,,,,,,,,,,,,,,,,,,,
8.3.1,"Petender hendaklah memastikan sistem dapat membuat analisis silang (cross-analysis). 
•	Jenis Produk Pembiayaan
Contoh: SPEK, TEMAN, TEMAN  ULTRA, PEMERKASA, dll.
•	Negeri / Daerah / Cawangan
Contoh: Selangor ? Petaling / Kuala Selangor
•	Agensi Berkaitan / Penaja
Contoh: KUSKOP, MARA, PUNB, NGO, YAPEIM, dll.",Mandatori,,,,,,,,,,,,,,,,,,,,,
8.3.2,"Petender dikehendaki menyediakan fungsi kandungan analitik yang Ditawarkan seperti jumlah peminjam aktif dan baharu mengikut produk/negeri/agensi; jumlah pembiayaan yang diluluskan dan dikeluarkan; nisbah bayaran pembiayaan berbanding tunggakan; jumlah akaun NPF mengikut lokasi dan produk; purata nilai pembiayaan bagi setiap penerima biaya; serta bilangan penerima biaya wanita, belia dan B40 mengikut negeri atau agensi beserta kadar pertumbuhan bulanan dan suku tahun. Laporan turut perlu memaparkan julat pembiayaan, analisis umur berbanding saiz pembiayaan, sektor perniagaan penerima biaya, dan metrik-metrik lain yang relevan bagi tujuan pemantauan prestasi keseluruhan.",Mandatori,,,,,,,,,,,,,,,,,,,,,
8.3.3,"Petender perlu membangunkan sistem yang boleh menyediakan laporan secara visualisasi dinamik dan paparan dashboard seperti Carta bar dan pie untuk agihan penerima biaya mengikut kategori, Heatmap peta Malaysia untuk paparan prestasi negeri, Filter interaktif untuk menyaring berdasarkan tempoh (bulan / tahun) dan Trend analitik: pertumbuhan jumlah penerima biaya mengikut masa dan produk. Laporan boleh dimuat turun dalam PDF, Excel atau dikongsi sebagai dashboard.",Mandatori,,,,,,,,,,,,,,,,,,,,,
8.3.4,"Petender perlu membangunkan Laporan Pemantauan Prestasi vs Operasi Perniagaan, Laporan Pemantauan Prestasi dan Laporan Operasi Perniagaan.",Mandatori,,,,,,,,,,,,,,,,,,,,,
8.3.5,"Petender perlu menyediakan fungsi laporan secara Drill-Down dan Export seperti contoh Fungsi drill-down: klik pada “Selangor” untuk lihat pecahan daerah, Klik pada “TEMAN” untuk lihat prestasi mengikut negeri dan Laporan boleh dieksport dalam PDF, Excel, txt, csv atau dikongsi sebagai dashboard.",Mandatori,,,,,,,,,,,,,,,,,,,,,
8.3.6,"Petender dikehendaki menyediakan sokongan kepada Pelaporan Strategik seperti MOF,Pengurusan TEKUN Nasional, Kementerian (KUSKOP), Kementerian Ekonomi, Bank Negara Malaysia (BNM), Lembaga Pengarah, Jabatan Audit Negara, ICU dan lain-lain untuk menyediakan bukti data bagi justifikasi peruntukan atau peluasan program.",Mandatori,,,,,,,,,,,,,,,,,,,,,
8.3.7,"Petender dikehendaki menyediakan laporan yang diselaraskan oleh Bahagian Perancangan Strategik (BPS) merangkumi pembangunan Dashboard Pengurusan yang menyediakan pelbagai komponen pelaporan seperti Report Card Pengurusan, Report Card BPU serta penyediaan Ahli Lembaga Amana (ALA): Buku Data & Maklumat Bulanan yang meliputi statistik pembiayaan dan bayaran balik mengikut negeri serta pelaporan lain yang berkaitan. Selain itu, sistem hendaklah menyokong Ad-hoc Query bagi menghasilkan laporan seperti Laporan Poscab, Laporan Parlimen dan DUN, serta laporan tambahan lain berdasarkan keperluan dan situasi semasa bagi tujuan pemantauan dan pelaporan pengurusan.",Mandatori,,,,,,,,,,,,,,,,,,,,,
8.3.8,Petender hendaklah memastikan fungsi integrasi dengan modul-modul lain dalam SPPT.,Mandatori,,,,,,,,,,,,,,,,,,,,,
8.4,Penilaian Risiko dan Kadar NPF,,,,,,,,,,,,,,,,,,,,,,
8.4.1,"Petender hendaklah memastikan sistem dapat membuat Takrif dan Kriteria NPF yang berupaya untuk mengesan pembiayaan yang berpotensi tertunggak, mengenal pasti pembiayaan yang telah tertunggak melebihi 90 hari, serta menandakan akaun penerima biaya tersebut sebagai akaun bermasalah (NPF). Selain itu, sistem hendaklah dapat mengklasifikasikan peringkat tunggakan secara automatik mengikut kategori yang ditetapkan, iaitu 1–30 hari (Early), 31–60 hari (Medium Risk), 61–90 hari (High Risk), dan 90 hari ke atas sebagai NPF Confirmed, bagi memudahkan pemantauan risiko dan tindakan susulan oleh pihak pengurusan.
Nota:Tempoh akan ditetapkan oleh admin jabatan.",Mandatori,,,,,,,,,,,,,,,,,,,,,
8.4.2,"Petender dikehendaki menyediakan Penilaian Risiko Secara Dinamik di mana Sistem perlu menjana Risk Scoring atau Indeks Risiko Penerima biaya secara automatik berdasarkan faktor seperti Sejarah bayaran (penuh/lewat), Jumlah baki tertunggak, Kekerapan reschedule / moratorium, Jenis produk / sektor industri penerima biaya dan Lokasi geografi / agensi pelaksana.
Output: Skor Risiko (contoh: 1–5 bintang atau warna Hijau–Kuning–Merah)",Mandatori,,,,,,,,,,,,,,,,,,,,,
8.4.3,"Petender perlu menyediakan Laporan ECL dan Laporan Kadar Pengiraan Efektif secara bulanan mengikut kepada standard piawaian perakaunan (MFRS 9, 7 (Aging) dan lain-lain), Laporan untuk ringkasan dan listing mesti sama dan mengikut standard piawaian perakaunan (MFRS 9).",Mandatori,,,,,,,,,,,,,,,,,,,,,
8.4.4,"Petender perlu menyediakan laporan Pemantauan Nisbah Kadar NPF iaitu laporan nisbah NPF berbanding jumlah pembiayaan aktif yang mempunyai maklumat Tempoh (bulanan, suku tahunan), Negeri / cawangan, Produk pembiayaan / dana / sektor, Profil demografik penerima biaya, Senarai penerima biaya bagi semua kategori, Laporan dan senarai peminjam tertunggak 5.00 hingga 7.00 berserta maklumat minimum payment dan Senarai Peminjam bertukar kepada NPF dan pulih daripada NPF mengikut bulan.",Mandatori,,,,,,,,,,,,,,,,,,,,,
8.4.5,"Petender hendaklah memastikan Integrasi dengan Dashboard Prestasi. Data NPF dan risiko boleh dipaparkan dalam Dashboard pengurusan (KPI & prestasi cawangan), Laporan kutipan & tindakan litigasi dan Petunjuk prestasi pegawai kredit.",Mandatori,,,,,,,,,,,,,,,,,,,,,
8.4.6,"Petender perlu membangunkan fungsi Mekanisme Tindakan Awal Berdasarkan Risiko. Jika sistem mengesan risiko tinggi, sistem perlu mengantar peringatan automatik kepada pegawai kutipan, tambah ke dalam senarai pemantauan intensif dan cadangan automatik untuk Lawatan lapangan, Penstrukturan semula dan Rujukan kepada unit litigasi. Menggunkan elemen AI (contoh behavior sejarah pembayaran dan lain-lain yang berkaitan).",Mandatori,,,,,,,,,,,,,,,,,,,,,
8.4.7,"Petender perlu membangunkan sistem yang mempunyai Sejarah dan Trend Risiko / NPF yang perlu memaparkan Trend kadar NPF mengikut tempoh, Penurunan / peningkatan skor risiko penerima biaya dari masa ke masa dan Analisis kesan tindakan pemulihan terhadap penurunan kadar NPF.",Mandatori,,,,,,,,,,,,,,,,,,,,,
8.5,Paparan Dashboard KPI untuk Pemantauan Pengurusan,,,,,,,,,,,,,,,,,,,,,,
8.5.1,"Petender hendaklah memastikan Paparan KPI Utama Secara Dinamik yang perlu memaparkan metrik prestasi penting seperti Jumlah kutipan bulanan / suku tahunan / tahunan, Peratus kutipan berbanding sasaran, Kadar NPF (%) semasa dan perubahan trend, Bilangan akaun tertunggak mengikut tahap risiko, Bilangan akaun dalam tindakan kutipan / litigasi dan Jumlah akaun dijadual semula / moratorium.",Mandatori,,,,,,,,,,,,,,,,,,,,,
8.5.2,"Petender dikehendaki menyediakan Filter Data Interaktif (Filter & Drill-down) seperti Tempoh (hari, bulan, suku, tahun), Negeri / cawangan / zon / PSAT, Jenis produk pembiayaan, Status pembiayaan (aktif, tunggak, litigasi), Nama pegawai kutipan / penerima biaya, Jantina, Bil Pembiayaan, Bangsa, Julat Pendapatan dan lain-lain.",Mandatori,,,,,,,,,,,,,,,,,,,,,
8.5.3,"Petender perlu menyediakan Visualisasi Pelbagai Format seperti Bar chart: Jumlah kutipan vs sasaran, Line chart: Trend NPF sepanjang tahun, Pie chart: Agihan status akaun, Map chart: Prestasi kutipan mengikut negeri, Indicator tiles: Alert jika prestasi menurun / di bawah sasaran dan Lain-lain.",Mandatori,,,,,,,,,,,,,,,,,,,,,
8.5.4,"Petender perlu menyediakan Penanda Prestasi Warna (Threshold-Based Alerts). Hijau: Prestasi cemerlang (>90% sasaran), Kuning: Prestasi sederhana (70–89%), Merah: Prestasi rendah (<70%). Penetapan warna dan peratus (%) oleh admin jabatan.",Mandatori,,,,,,,,,,,,,,,,,,,,,
8.5.5,"Petender perlu membangunkan Akses Berasaskan Peranan (RBAC). Pengurus Negeri: Hanya dapat melihat prestasi cawangan sendiri, Ibu Pejabat (HQ): dapat melihat keseluruhan prestasi nasional dan Pegawai Kutipan: hanya dapat melihat akaun tanggungjawab sendiri.",Mandatori,,,,,,,,,,,,,,,,,,,,,
8.5.6,"Petender hendaklah memastikan integrasi dengan Notifikasi / Amaran. Sistem memberi amaran automatik jika Sasaran Pembiayaan / kutipan tidak dicapai, NPF melebihi ambang risiko, Akaun tertunggak melepasi tempoh tertentu dan Akaun yang telah lulus belum dibuat pengeluaran melebihi 5 hari bekerja.",Mandatori,,,,,,,,,,,,,,,,,,,,,
8.5.7,"Petender perlu membangunkan laporan secara automatik & dan boleh dieksport. Pengguna boleh Eksport paparan dashboard ke PDF/Excel, CSV, Jadualkan laporan mingguan/bulanan terus ke emel dan Kongsi paparan melalui pautan selamat.
Nota: Penetapan jadual laporan boleh dibuat oleh admin jabatan.",Mandatori,,,,,,,,,,,,,,,,,,,,,
8.6,Laporan Pembiayaan Patuh Syariah,,,,,,,,,,,,,,,,,,,,,,
8.6.1,"Petender hendaklah memastikan sistem dapat melaksanakan Penyenaraian Pembiayaan Patuh Syariah dengan aspek tertentu seperti Bilangan Akaun Pembiayaan, Jumlah (RM) Pembiayaan Yang Disalurkan, Kutipan, Baki Pembiayaan dan Lain-lain field yang berkaitan. Pengguna boleh eksport paparan dashboard ke PDF/Excel.",Mandatori,,,,,,,,,,,,,,,,,,,,,
8.7,Laporan Pembiayaan Tidak Patuh Syariah Yang Dibenarkan,,,,,,,,,,,,,,,,,,,,,,
8.7.1,"Petender hendaklah memastikan sistem dapat melaksanakan Penyenaraian Pembiayaan Tidak Patuh Syariah Yang Dibenarkan dengan aspek tertentu seperti Bilangan Akaun Pembiayaan, Jumlah (RM) Pembiayaan Yang Disalurkan, Kutipan, Baki Pembiayaan dan Lain-lain field yang berkaitan. Pengguna boleh eksport paparan dashboard ke PDF/Excel.",Mandatori,,,,,,,,,,,,,,,,,,,,,
8.8,Laporan SNC (Shariah Non Compliance),,,,,,,,,,,,,,,,,,,,,,
8.8.1,"Petender hendaklah memastikan sistem dapat melaksanakan Penyenaraian Pembiayaan yang ditanda / tagging “SNC dengan aspek tertentu seperti Bilangan Akaun Pembiayaan, Jumlah (RM) Pembiayaan Yang Disalurkan, Kutipan dan Baki Pembiayaan.",Mandatori,,,,,,,,,,,,,,,,,,,,,
8.9,Laporan Produk Kontrak-i,,,,,,,,,,,,,,,,,,,,,,
8.9.1,"Petender hendaklah memastikan sistem berkeupayaan untuk menjana Laporan Pembiayaan yang komprehensif, termasuk tetapi tidak terhad kepada perkara-perkara berikut:
•	Laporan prestasi pembiayaan.
•	Laporan pembiayaan kali pertama dan pembiayaan ulangan.
•	Laporan pembiayaan harian (daily financing report).
•	Laporan analisis ageing permohonan pembiayaan.
•	Laporan kelulusan Skim Kontrak-i.
•	Laporan senarai permohonan Skim Kontrak-i yang sedang dalam proses.
•	Laporan penyaluran pembiayaan termasuk permohonan pembayaran melalui Electronic Fund Transfer (EFT).
•	Laporan kelulusan Skim Kontrak-i bagi penawaran kontrak.
•	Laporan prestasi pegawai bagi Skim Kontrak-i.
•	Laporan prestasi pembiayaan mengikut usahawan.
•	Laporan pembiayaan Kontraktor Bumiputera.
•	Laporan analisis ageing proses pembiayaan daripada peringkat permohonan sehingga penyaluran (EFT).
•	Laporan statistik produk Skim Kontrak-i merangkumi analisis demografi dan profil penerima pembiayaan seperti jantina, umur, pendapatan, sektor, julat pembiayaan, serta kategori khas termasuk Orang Asli, Orang Siam dan Orang Kurang Upaya (OKU).
•	Laporan statistik kontraktor mengikut jenis dan gred lesen (G1 hingga G7).
•	Laporan jangka hayat kelulusan pembiayaan (approval lifecycle).",Mandatori,,,,,,,,,,,,,,,,,,,,,
8.9.2,"Petender hendaklah memastikan sistem berkeupayaan untuk menjana Laporan Bayaran Pembiayaan yang komprehensif, termasuk tetapi tidak terhad kepada perkara-perkara berikut:
•	Laporan jumlah patut kutip secara kumulatif.
•	Laporan prestasi bayaran pembiayaan mengikut penawar kontrak.
•	Laporan kutipan harian (daily collection report).
•	Laporan prestasi Non-Performing Financing (NPF) secara kumulatif.
•	Laporan prestasi NPF berdasarkan tahun pengeluaran pembiayaan.
•	Laporan analisis patut kutip dan NPF merangkumi parameter seperti jantina, umur, pendapatan, sektor, julat pembiayaan penerima pembiayaan, tahun pembiayaan dan kriteria lain yang berkaitan.
•	Laporan analisis ageing lebihan bayaran.
•	Laporan ageing lebihan bayaran tambahan termasuk bon atau bayaran tersalah terima.
•	Laporan kelulusan lebihan bayaran.
•	Laporan analisis pecahan pokok pembiayaan, caj dan lebihan bayaran.
•	Laporan projek gagal atau kes tersalah bayar kepada syarikat.
•	Laporan kutipan dan resit pembayaran mengikut kaedah bayaran seperti Electronic Fund Transfer (EFT), cek dan tunai.
•	Laporan perincian transaksi resit mengikut kawasan atau lokasi.
•	Laporan bayaran pembiayaan mengikut produk pembiayaan.
•	Laporan senarai patut kutip mengikut kawasan secara masa nyata (real-time).
•	Laporan analisis prestasi NPF mengikut produk pembiayaan.
•	Laporan statistik data berkaitan bayaran pembiayaan.",Mandatori,,,,,,,,,,,,,,,,,,,,,
8.9.3,"Sistem hendaklah menyediakan lain-lain keperluan pelaporan tambahan yang menyokong keperluan operasi dan analisis, termasuk tetapi tidak terhad kepada perkara-perkara berikut:
•	Menyediakan laporan senarai kontrak yang telah tamat tempoh.
•	Menyokong keupayaan penyesuaian (customisation) parameter laporan oleh pengguna yang dibenarkan mengikut keperluan semasa.
•	Membenarkan penjanaan laporan ad-hoc dan laporan tambahan berdasarkan keperluan operasi.
•	Menyediakan laporan analisis seperti Non-Performing Financing (NPF) mengikut aktiviti, kategori lesen (contoh: G1 hingga G7) dan kriteria lain yang berkaitan.
•	Membenarkan pengguna menetapkan tetapan penjanaan laporan seperti paparan masa nyata (real-time), bulanan (monthly) atau tempoh lain yang bersesuaian.
•	Menyediakan fungsi penapisan (filter) parameter bagi membolehkan analisis dan pelaporan yang lebih terperinci.",Mandatori,,,,,,,,,,,,,,,,,,,,,
8.9.4,"Laporan Write Off/Write Back seperti Laporan Write Off dan Write Back setiap bulan, Perbandingan kutipan semasa dan bulan sebelum, Boleh dijana mengikut dana/produk dan Laporan dan senarai mengikut owner seliaan bagi pembayaran komisen kepada ejen.",Mandatori,,,,,,,,,,,,,,,,,,,,,
8.9.5,"Laporan Prestasi Penjadualan Semula seperti Prestasi Bayaran Balik, Prestasi NPF, Peminjam NPF dari Penjadualan Semula dan Laporan Kelulusan Penjadualan Semula (PS) yang mempunyai maklumat seperti amaun dan bilangan.",Mandatori,,,,,,,,,,,,,,,,,,,,,
8.9.6,"Laporan Semakan Operasi Pejabat seperti Laporan Pematuhan Prosedur di mana Sistem menjana laporan hasil semakan operasi pejabat (menggunakan borang jabatan yang akan di digitalkan). Parameter laporan seperti Frekuensi ketidakpatuhan, Status tindakan susulan (selesai/dalam tindakan), Skor risiko cawangan, Lewat proses borang/permohonan, Kelewatan mendaftar resit, Sahkan dan bank in, Prestasi lawatan bulan semasa/sebelum, Usahawan yang gagal dilawati dan Penetapan lain-lain kriteria oleh admin jabatan. Boleh eksport ke PDF/Excel. Ditandatangani digital oleh Eksekutif Negeri/JPOC.",Mandatori,,,,,,,,,,,,,,,,,,,,,
8.9.7,"Analisis Risiko Berdasarkan Semakan seperti Profil Risiko Cawangan di mana Sistem analisis data semakan operasi pejabat (SOP jabatan) untuk jana skor risiko cawangan (cth: ""Rendah"", ""Sederhana"", ""Tinggi"") berdasarkan frekuensi ketidakpatuhan. Penggunaan AI untuk ramalan risiko cawangan berdasarkan sejarah ketidakpatuhan dan cadangan penambahbaikan.",Mandatori,,,,,,,,,,,,,,,,,,,,,
8.9.8,"Sistem hendaklah menyediakan Laporan Penilaian Pegawai Baharu dan Sedia Ada bagi tujuan pengesahan jawatan dan penilaian perkhidmatan. Laporan ini perlu merangkumi maklumat lengkap staf, rekod prestasi kerja (seperti kehadiran, pematuhan waktu kerja lapangan), portfolio pengurusan cawangan (seliaan, lawatan lapangan) serta metrik prestasi utama termasuk jumlah pembiayaan yang diuruskan dan jumlah kutipan yang dicapai oleh pegawai. Sistem juga hendaklah menyediakan satu medium rasmi bagi memudahkan proses penilaian perkhidmatan pegawai kontrak dan perakuan pengesahan jawatan tetap. Selain itu, fungsi ini perlu diintegrasikan sepenuhnya dengan modul KPI dalam HRMS bagi memastikan penilaian prestasi yang lebih menyeluruh dan automatik.",Mandatori,,,,,,,,,,,,,,,,,,,,,
8.9.9,"Sistem hendaklah menyediakan Laporan Penilaian Cawangan yang memaparkan data dan maklumat bagi semua aspek operasi cawangan. Laporan ini perlu membolehkan analisis terhadap pola prestasi cawangan berdasarkan maklumat yang tersedia termasuk tren operasi, kepatuhan, keberkesanan pengurusan pembiayaan serta kutipan bagi menyokong pemantauan prestasi dan tindakan penambahbaikan secara berkala.",Mandatori,,,,,,,,,,,,,,,,,,,,,
8.9.10,"Sistem hendaklah menyediakan Laporan Profil Cawangan dan Negeri bagi kemudahan rujukan serta penyediaan maklumat kepada pihak pengurusan. Laporan ini perlu memaparkan maklumat terkini bagi setiap cawangan dan negeri termasuk lokasi, jumlah staf, prestasi kutipan, prestasi pembiayaan, kedudukan NPF serta parameter lain yang ditetapkan oleh admin jabatan. Sistem juga hendaklah memaparkan maklumat seliaan pegawai mengikut kategori, termasuk nisbah pecahan penerima biaya bagi setiap pegawai. Selain itu, sistem perlu menyediakan kemudahan untuk admin jabatan mengemaskini maklumat seperti alamat cawangan, gambar pegawai, nombor telefon dan emel pegawai secara berpusat dan teratur.",Mandatori,,,,,,,,,,,,,,,,,,,,,
8.9.11,Sistem hendaklah menyediakan Laporan Kedudukan (Ranking) Ganjaran Prestas Kutipan (GPK) Pegawai bagi setiap Cawangan yang memaparkan status kedudukan prestasi setiap pegawai berdasarkan pencapaian kutipan. Laporan ini perlu menunjukkan maklumat “top collector” termasuk ranking tertinggi dan terendah serta menyediakan paparan analitik bagi tujuan pemantauan prestasi oleh jabatan. Fungsi ini juga akan menyokong keperluan JKK dalam penentuan ganjaran kepada pegawai Call Center yang berstatus A2 (status kredit) ke atas berdasarkan pencapaian kutipan yang direkodkan.,Mandatori,,,,,,,,,,,,,,,,,,,,,
8.9.12,"Sistem hendaklah menyediakan laporan Call Center Collection (CCC) berdasarkan jumlah panggilan mengikut penarafan (ranking), serta laporan perbandingan antara Promise To Pay (PTP) dan kutipan bayaran sebenar bagi tujuan pemantauan dan analisis prestasi kutipan",Mandatori,,,,,,,,,,,,,,,,,,,,,
8.9.13,"Sistem hendaklah menyediakan laporan Missing In Action (MIA) bagi mengenal pasti dan memantau akaun, rekod atau kes yang tidak menunjukkan sebarang aktiviti dalam tempoh yang ditetapkan.",Mandatori,,,,,,,,,,,,,,,,,,,,,
8.9.14,"Sistem hendaklah menyediakan Laporan Semakan Dokumentasi di Cawangan bagi memaparkan status pematuhan dan kelengkapan dokumentasi pembiayaan yang disemak oleh pegawai JPOC semasa lawatan audit ke cawangan. Laporan ini perlu menyokong semakan terhadap borang digital yang digunakan dan merangkumi dokumen-dokumen terpilih seperti Fail Permohonan, Borang Permohonan, Dokumen Perjanjian serta mana-mana dokumen lain yang ditetapkan oleh jabatan. Fungsi ini hendaklah membantu pengurusan mengenal pasti tahap pematuhan cawangan serta tindakan penambahbaikan yang diperlukan.",Mandatori,,,,,,,,,,,,,,,,,,,,,
8.1,Laporan Pemantauan,,,,,,,,,,,,,,,,,,,,,,
